id,value,category,timestamp
6309,value6309,category4,2023-01-10
6310,value6310,category0,2023-01-11
6311,value6311,category1,2023-01-12
6312,value6312,category2,2023-01-13
6313,value6313,category3,2023-01-14
6314,value6314,category4,2023-01-15
6315,value6315,category0,2023-01-16
6316,value6316,category1,2023-01-17
6317,value6317,category2,2023-01-18
6318,value6318,category3,2023-01-19
6319,value6319,category4,2023-01-20
6320,value6320,category0,2023-01-21
6321,value6321,category1,2023-01-22
6322,value6322,category2,2023-01-23
6323,value6323,category3,2023-01-24
6324,value6324,category4,2023-01-25
6325,value6325,category0,2023-01-26
6326,value6326,category1,2023-01-27
6327,value6327,category2,2023-01-28
6328,value6328,category3,2023-01-29
6329,value6329,category4,2023-01-30
6330,value6330,category0,2023-01-01
6331,value6331,category1,2023-01-02
6332,value6332,category2,2023-01-03
6333,value6333,category3,2023-01-04
6334,value6334,category4,2023-01-05
6335,value6335,category0,2023-01-06
6336,value6336,category1,2023-01-07
6337,value6337,category2,2023-01-08
6338,value6338,category3,2023-01-09
6339,value6339,category4,2023-01-10
6340,value6340,category0,2023-01-11
6341,value6341,category1,2023-01-12
6342,value6342,category2,2023-01-13
6343,value6343,category3,2023-01-14
6344,value6344,category4,2023-01-15
6345,value6345,category0,2023-01-16
6346,value6346,category1,2023-01-17
6347,value6347,category2,2023-01-18
6348,value6348,category3,2023-01-19
6349,value6349,category4,2023-01-20
6350,value6350,category0,2023-01-21
6351,value6351,category1,2023-01-22
6352,value6352,category2,2023-01-23
6353,value6353,category3,2023-01-24
6354,value6354,category4,2023-01-25
6355,value6355,category0,2023-01-26
6356,value6356,category1,2023-01-27
6357,value6357,category2,2023-01-28
6358,value6358,category3,2023-01-29
6359,value6359,category4,2023-01-30
6360,value6360,category0,2023-01-01
6361,value6361,category1,2023-01-02
6362,value6362,category2,2023-01-03
6363,value6363,category3,2023-01-04
6364,value6364,category4,2023-01-05
6365,value6365,category0,2023-01-06
6366,value6366,category1,2023-01-07
6367,value6367,category2,2023-01-08
6368,value6368,category3,2023-01-09
6369,value6369,category4,2023-01-10
6370,value6370,category0,2023-01-11
6371,value6371,category1,2023-01-12
6372,value6372,category2,2023-01-13
6373,value6373,category3,2023-01-14
6374,value6374,category4,2023-01-15
6375,value6375,category0,2023-01-16
6376,value6376,category1,2023-01-17
6377,value6377,category2,2023-01-18
6378,value6378,category3,2023-01-19
6379,value6379,category4,2023-01-20
6380,value6380,category0,2023-01-21
6381,value6381,category1,2023-01-22
6382,value6382,category2,2023-01-23
6383,value6383,category3,2023-01-24
6384,value6384,category4,2023-01-25
6385,value6385,category0,2023-01-26
6386,value6386,category1,2023-01-27
6387,value6387,category2,2023-01-28
6388,value6388,category3,2023-01-29
6389,value6389,category4,2023-01-30
6390,value6390,category0,2023-01-01
6391,value6391,category1,2023-01-02
6392,value6392,category2,2023-01-03
6393,value6393,category3,2023-01-04
6394,value6394,category4,2023-01-05
6395,value6395,category0,2023-01-06
6396,value6396,category1,2023-01-07
6397,value6397,category2,2023-01-08
6398,value6398,category3,2023-01-09
6399,value6399,category4,2023-01-10
6400,value6400,category0,2023-01-11
6401,value6401,category1,2023-01-12
6402,value6402,category2,2023-01-13
6403,value6403,category3,2023-01-14
6404,value6404,category4,2023-01-15
6405,value6405,category0,2023-01-16
6406,value6406,category1,2023-01-17
6407,value6407,category2,2023-01-18
6408,value6408,category3,2023-01-19
6409,value6409,category4,2023-01-20
6410,value6410,category0,2023-01-21
6411,value6411,category1,2023-01-22
6412,value6412,category2,2023-01-23
6413,value6413,category3,2023-01-24
6414,value6414,category4,2023-01-25
6415,value6415,category0,2023-01-26
6416,value6416,category1,2023-01-27
6417,value6417,category2,2023-01-28
6418,value6418,category3,2023-01-29
6419,value6419,category4,2023-01-30
6420,value6420,category0,2023-01-01
6421,value6421,category1,2023-01-02
6422,value6422,category2,2023-01-03
6423,value6423,category3,2023-01-04
6424,value6424,category4,2023-01-05
6425,value6425,category0,2023-01-06
6426,value6426,category1,2023-01-07
6427,value6427,category2,2023-01-08
6428,value6428,category3,2023-01-09
6429,value6429,category4,2023-01-10
6430,value6430,category0,2023-01-11
6431,value6431,category1,2023-01-12
6432,value6432,category2,2023-01-13
6433,value6433,category3,2023-01-14
6434,value6434,category4,2023-01-15
6435,value6435,category0,2023-01-16
6436,value6436,category1,2023-01-17
6437,value6437,category2,2023-01-18
6438,value6438,category3,2023-01-19
6439,value6439,category4,2023-01-20
6440,value6440,category0,2023-01-21
6441,value6441,category1,2023-01-22
6442,value6442,category2,2023-01-23
6443,value6443,category3,2023-01-24
6444,value6444,category4,2023-01-25
6445,value6445,category0,2023-01-26
6446,value6446,category1,2023-01-27
6447,value6447,category2,2023-01-28
6448,value6448,category3,2023-01-29
6449,value6449,category4,2023-01-30
6450,value6450,category0,2023-01-01
6451,value6451,category1,2023-01-02
6452,value6452,category2,2023-01-03
6453,value6453,category3,2023-01-04
6454,value6454,category4,2023-01-05
6455,value6455,category0,2023-01-06
6456,value6456,category1,2023-01-07
6457,value6457,category2,2023-01-08
6458,value6458,category3,2023-01-09
6459,value6459,category4,2023-01-10
6460,value6460,category0,2023-01-11
6461,value6461,category1,2023-01-12
6462,value6462,category2,2023-01-13
6463,value6463,category3,2023-01-14
6464,value6464,category4,2023-01-15
6465,value6465,category0,2023-01-16
6466,value6466,category1,2023-01-17
6467,value6467,category2,2023-01-18
6468,value6468,category3,2023-01-19
6469,value6469,category4,2023-01-20
6470,value6470,category0,2023-01-21
6471,value6471,category1,2023-01-22
6472,value6472,category2,2023-01-23
6473,value6473,category3,2023-01-24
6474,value6474,category4,2023-01-25
6475,value6475,category0,2023-01-26
6476,value6476,category1,2023-01-27
6477,value6477,category2,2023-01-28
6478,value6478,category3,2023-01-29
6479,value6479,category4,2023-01-30
6480,value6480,category0,2023-01-01
6481,value6481,category1,2023-01-02
6482,value6482,category2,2023-01-03
6483,value6483,category3,2023-01-04
6484,value6484,category4,2023-01-05
6485,value6485,category0,2023-01-06
6486,value6486,category1,2023-01-07
6487,value6487,category2,2023-01-08
6488,value6488,category3,2023-01-09
6489,value6489,category4,2023-01-10
6490,value6490,category0,2023-01-11
6491,value6491,category1,2023-01-12
6492,value6492,category2,2023-01-13
6493,value6493,category3,2023-01-14
6494,value6494,category4,2023-01-15
6495,value6495,category0,2023-01-16
6496,value6496,category1,2023-01-17
6497,value6497,category2,2023-01-18
6498,value6498,category3,2023-01-19
6499,value6499,category4,2023-01-20
6500,value6500,category0,2023-01-21
6501,value6501,category1,2023-01-22
6502,value6502,category2,2023-01-23
6503,value6503,category3,2023-01-24
6504,value6504,category4,2023-01-25
6505,value6505,category0,2023-01-26
6506,value6506,category1,2023-01-27
6507,value6507,category2,2023-01-28
6508,value6508,category3,2023-01-29
6509,value6509,category4,2023-01-30
6510,value6510,category0,2023-01-01
6511,value6511,category1,2023-01-02
6512,value6512,category2,2023-01-03
6513,value6513,category3,2023-01-04
6514,value6514,category4,2023-01-05
6515,value6515,category0,2023-01-06
6516,value6516,category1,2023-01-07
6517,value6517,category2,2023-01-08
6518,value6518,category3,2023-01-09
6519,value6519,category4,2023-01-10
6520,value6520,category0,2023-01-11
6521,value6521,category1,2023-01-12
6522,value6522,category2,2023-01-13
6523,value6523,category3,2023-01-14
6524,value6524,category4,2023-01-15
6525,value6525,category0,2023-01-16
6526,value6526,category1,2023-01-17
6527,value6527,category2,2023-01-18
6528,value6528,category3,2023-01-19
6529,value6529,category4,2023-01-20
6530,value6530,category0,2023-01-21
6531,value6531,category1,2023-01-22
6532,value6532,category2,2023-01-23
6533,value6533,category3,2023-01-24
6534,value6534,category4,2023-01-25
6535,value6535,category0,2023-01-26
6536,value6536,category1,2023-01-27
6537,value6537,category2,2023-01-28
6538,value6538,category3,2023-01-29
6539,value6539,category4,2023-01-30
6540,value6540,category0,2023-01-01
6541,value6541,category1,2023-01-02
6542,value6542,category2,2023-01-03
6543,value6543,category3,2023-01-04
6544,value6544,category4,2023-01-05
6545,value6545,category0,2023-01-06
6546,value6546,category1,2023-01-07
6547,value6547,category2,2023-01-08
6548,value6548,category3,2023-01-09
6549,value6549,category4,2023-01-10
6550,value6550,category0,2023-01-11
6551,value6551,category1,2023-01-12
6552,value6552,category2,2023-01-13
6553,value6553,category3,2023-01-14
6554,value6554,category4,2023-01-15
6555,value6555,category0,2023-01-16
6556,value6556,category1,2023-01-17
6557,value6557,category2,2023-01-18
6558,value6558,category3,2023-01-19
6559,value6559,category4,2023-01-20
6560,value6560,category0,2023-01-21
6561,value6561,category1,2023-01-22
6562,value6562,category2,2023-01-23
6563,value6563,category3,2023-01-24
6564,value6564,category4,2023-01-25
6565,value6565,category0,2023-01-26
6566,value6566,category1,2023-01-27
6567,value6567,category2,2023-01-28
6568,value6568,category3,2023-01-29
6569,value6569,category4,2023-01-30
6570,value6570,category0,2023-01-01
6571,value6571,category1,2023-01-02
6572,value6572,category2,2023-01-03
6573,value6573,category3,2023-01-04
6574,value6574,category4,2023-01-05
6575,value6575,category0,2023-01-06
6576,value6576,category1,2023-01-07
6577,value6577,category2,2023-01-08
6578,value6578,category3,2023-01-09
6579,value6579,category4,2023-01-10
6580,value6580,category0,2023-01-11
6581,value6581,category1,2023-01-12
6582,value6582,category2,2023-01-13
6583,value6583,category3,2023-01-14
6584,value6584,category4,2023-01-15
6585,value6585,category0,2023-01-16
6586,value6586,category1,2023-01-17
6587,value6587,category2,2023-01-18
6588,value6588,category3,2023-01-19
6589,value6589,category4,2023-01-20
6590,value6590,category0,2023-01-21
6591,value6591,category1,2023-01-22
6592,value6592,category2,2023-01-23
6593,value6593,category3,2023-01-24
6594,value6594,category4,2023-01-25
6595,value6595,category0,2023-01-26
6596,value6596,category1,2023-01-27
6597,value6597,category2,2023-01-28
6598,value6598,category3,2023-01-29
6599,value6599,category4,2023-01-30
6600,value6600,category0,2023-01-01
6601,value6601,category1,2023-01-02
6602,value6602,category2,2023-01-03
6603,value6603,category3,2023-01-04
6604,value6604,category4,2023-01-05
6605,value6605,category0,2023-01-06
6606,value6606,category1,2023-01-07
6607,value6607,category2,2023-01-08
6608,value6608,category3,2023-01-09
6609,value6609,category4,2023-01-10
6610,value6610,category0,2023-01-11
6611,value6611,category1,2023-01-12
6612,value6612,category2,2023-01-13
6613,value6613,category3,2023-01-14
6614,value6614,category4,2023-01-15
6615,value6615,category0,2023-01-16
6616,value6616,category1,2023-01-17
6617,value6617,category2,2023-01-18
6618,value6618,category3,2023-01-19
6619,value6619,category4,2023-01-20
6620,value6620,category0,2023-01-21
6621,value6621,category1,2023-01-22
6622,value6622,category2,2023-01-23
6623,value6623,category3,2023-01-24
6624,value6624,category4,2023-01-25
6625,value6625,category0,2023-01-26
6626,value6626,category1,2023-01-27
6627,value6627,category2,2023-01-28
6628,value6628,category3,2023-01-29
6629,value6629,category4,2023-01-30
6630,value6630,category0,2023-01-01
6631,value6631,category1,2023-01-02
6632,value6632,category2,2023-01-03
6633,value6633,category3,2023-01-04
6634,value6634,category4,2023-01-05
6635,value6635,category0,2023-01-06
6636,value6636,category1,2023-01-07
6637,value6637,category2,2023-01-08
6638,value6638,category3,2023-01-09
6639,value6639,category4,2023-01-10
6640,value6640,category0,2023-01-11
6641,value6641,category1,2023-01-12
6642,value6642,category2,2023-01-13
6643,value6643,category3,2023-01-14
6644,value6644,category4,2023-01-15
6645,value6645,category0,2023-01-16
6646,value6646,category1,2023-01-17
6647,value6647,category2,2023-01-18
6648,value6648,category3,2023-01-19
6649,value6649,category4,2023-01-20
6650,value6650,category0,2023-01-21
6651,value6651,category1,2023-01-22
6652,value6652,category2,2023-01-23
6653,value6653,category3,2023-01-24
6654,value6654,category4,2023-01-25
6655,value6655,category0,2023-01-26
6656,value6656,category1,2023-01-27
6657,value6657,category2,2023-01-28
6658,value6658,category3,2023-01-29
6659,value6659,category4,2023-01-30
6660,value6660,category0,2023-01-01
6661,value6661,category1,2023-01-02
6662,value6662,category2,2023-01-03
6663,value6663,category3,2023-01-04
6664,value6664,category4,2023-01-05
6665,value6665,category0,2023-01-06
6666,value6666,category1,2023-01-07
6667,value6667,category2,2023-01-08
6668,value6668,category3,2023-01-09
6669,value6669,category4,2023-01-10
6670,value6670,category0,2023-01-11
6671,value6671,category1,2023-01-12
6672,value6672,category2,2023-01-13
6673,value6673,category3,2023-01-14
6674,value6674,category4,2023-01-15
6675,value6675,category0,2023-01-16
6676,value6676,category1,2023-01-17
6677,value6677,category2,2023-01-18
6678,value6678,category3,2023-01-19
6679,value6679,category4,2023-01-20
6680,value6680,category0,2023-01-21
6681,value6681,category1,2023-01-22
6682,value6682,category2,2023-01-23
6683,value6683,category3,2023-01-24
6684,value6684,category4,2023-01-25
6685,value6685,category0,2023-01-26
6686,value6686,category1,2023-01-27
6687,value6687,category2,2023-01-28
6688,value6688,category3,2023-01-29
6689,value6689,category4,2023-01-30
6690,value6690,category0,2023-01-01
6691,value6691,category1,2023-01-02
6692,value6692,category2,2023-01-03
6693,value6693,category3,2023-01-04
6694,value6694,category4,2023-01-05
6695,value6695,category0,2023-01-06
6696,value6696,category1,2023-01-07
6697,value6697,category2,2023-01-08
6698,value6698,category3,2023-01-09
6699,value6699,category4,2023-01-10
6700,value6700,category0,2023-01-11
6701,value6701,category1,2023-01-12
6702,value6702,category2,2023-01-13
6703,value6703,category3,2023-01-14
